original,original_token_count
"Given this reference text about the Philadelphia Phillies, how many stadiums have they had and where do they play currently?",23
How do plants get their energy,6
Was Wilbur Snyder a good wrestler,7
Is endosymbiosis bad?,8
Where is Hoober Stand located?,7
Why do some babies need to stay in the NICU?,12
Do RVs have bathrooms?,6
Extract the names of the ramen. separate them with comma.,12
What is Autism and how varied is the spectrum?,10
"I really like flying and am thinking about joining the U.S. military.  If I want to be a pilot, which part of the military should I join?",33
"How does one state something as an opinion, belief, or preference rather than as if something is a fact?",22
"Identify which instrument is string or woodwind: Sarangi, Basset horn",15
Give me a list of the communes in Barolo DOCG,12
What is LDAP?,4
"For whom is Daenerys Targaryen's dragon, Drogon, named for?",19
Please give me a short bulleted list of the key components/architectures in a convolutional neural network.,22
What are the main functions on a DSLR camera that affect the correct the exposure of an image?,19
What techniques are used to male dried fruit?,9
What color is an orange fruit?,7
Top 3 Hindi Movie,5
Should we all use Qubes OS for most daily task that involve the internet?,16
Why should you workout in the morning if you work remotely ?,12
In which Indian state is Banda Deul located in?,11
Name some books by Thomas Pynchon,8
What was the profession of Araber Rahaman?,10
Change this sentence to present tense,6
What does NSAID stand for?,7
Office of War Information?,5
Which of the big five is the most dangerous animals in Africa ?,13
"Classify each of the following as creative or analytical: painting, math, physics, chemistry, drawing, filming",22
What was Mark Twain's real name?,8
What are the words of House Hightower?,10
"Given this paragraph about Saffron, where does this name originally come from?",16
Shane Fenton became famous as who,8
What can you learn from living in a foreign country?,11
What are some famous Belgian singers?,7
What did Wei advocate for?,6
What country did NIKStewart live during middle school?,12
What is considered a good meal?,7
Which is a species of fish? Nurseryfish or Nursery,11
Given this paragraph about rain.  How is rain formed?,12
"When talking about paint colours, which one of these colours is considered ""cold"", ""warm"" or ""both"". Both meaning the way the colour is perceived depends on the colours surrounding it.
Yellow, Yellow-Orange, Orange, Red-Orange, Red, Red-Violet, Violet, Blue-Violet, Blue, Blue-Green, Green, Yellow-Green",73
What city has Kogoshima as its airport,10
How do you navigate through a forest?,8
"Given a reference text about Scrub Daddy, tell me the details on the deal the founder made on Shark Tank.",23
"Given a reference text about Megan Reid, American professional soccer player, what college did she attend and how many soccer games did she start in her senior year of college?",33
"From the given text, please tell me what were Bachendari Pal's accomplishments?",17
"Given that the current year is 2023, how old is Chevron?",15
"Tell me which of the following are dogs: Beagle, Labrador, Siamese, Chihuahua, Parakeet, Persian.",25
What is linear regression?,5
Give me a list of six different types of flowers I could buy someone,14
"What field of science (biology, physics or chemistry) was Marie Curie a researcher in?",19
"Given a reference text about Ainley's storm petrel, tell me when and where they breed.",19
Why are protein waffles so dry?,7
"What role did Danbury, Connecticut play in the American Revolution?",13
"Given this article about Operation Aurora, How was the operation named?",13
Which German word means lightning war used in WW2,10
"From the given text, List some details about the song ""Key West (Philosopher Pirate)""",20
Give me the steps to purchase a new pair of shoes.,12
If I'm strong in the gym will I be good at rock climbing?,14
Tell a child a story about a dinosaur who plays baseball but has to take a break due to an injury,21
"Which of these Disney cartoons were remade as a live action movie? Lion King, Toy Story, Aladdin, Jungle Book, Fox and the Hound, Shrek",34
"Tell me whether these are cheese or bread: Gouda, Focaccia, Brie, Baguette, Pecorino, Romano, Cheddar, Brioche, Ciabatta, Manchego, Smoked Gouda, Pita, Sourdough",52
Where does the word cliche come from?,9
Describe a situation in which scraping data from the web may be justified. Illustrate this situation with a specific example.,23
Please give me a bulleted list of the different types of horses cited in the text as well as their maximum height in centimeters (separated by a comma),32
What are the best things about being in a loving relationship?,12
"Why do people say ""if I had a nickle for every time""?",15
Think of different ways to make friends,7
Are penguins native to Alaska?,7
Which is a species of fish? Rainbowfish or Rain,11
What is a credit score?,6
Who wrote Dr Zhivago,6
Is Spain a good place to live?,8
"How many players are there on each side of a water polo game, including the goalie",17
When was the NFL founded? Which NFL team won the most Super Bowls? Which quarterback has won the most Super Bowls?,26
What is an RFI (request for information)?,10
Can you please describe the game of golf?,9
What can I do in Amsterdam on a rainy day?,11
What are the words of House Serrett?,9
Give me a bulleted list of ways to protect a house from hurricane damage,15
Who is FDR?,5
What are the words of House Crakehall?,10
"Tell me whether these are solid or gas at room temperature: oxygen, nitrogen, carbon dioxide.",19
Why do we have car registrations,6
"What is apartheid, and which country experienced it?",10
What is a skiff?,6
"Given this paragraph, where did the German dish sauerkraut originate from?",15
What is the difference between baking soda and baking powder?,11
"Out of these animals, categorize them as either 'small' or 'large: A horse, a mouse, an elephant, a snake, and a whale.",32
What is the most famous sport in the world,9
What are the supplies needed for block printing?,9
What was the SS Frosta,6
"When teaching children about when to do things, which would you say are things people do in the morning, and which are not? Wake up, fall asleep, drink coffee,  put on pyjamas, turn off the lights, have breakfast.",50
What are a list of items I should have on my grocery shopping list every week,16
"Given this paragraph about the Tour De France, how long is the race",14
"Choose the word which is different from the rest: kiwi, eagle, emu, ostrich",19
What are some of the pros of subleasing?,10
What is the Nazi foreign policy debate,7
What is the difference between stress and strain?,9
How many days was the women's individual competition?,9
What did Gertrude Townend do,8
What is basketball?,4
"Write a short letter to a dear friend who just lost their Mother, only six months after losing their father.  Both of their parents were someone you and your family were also very close with.",39
