"original","compression","original_token_count","compression_token_count","compression_ratio","rouge_1","rouge_2","rouge_l"
"Why is football called soccer in the US?","Why is football called soccer in US?","9","8","0.89","0.9333","0.7692","0.9333"
"Is Mining Engineering a good degree?","Is Mining Engineering a good degree?","7","7","1.0","1.0","1.0","1.0"
"What in business terms is the IMF","Define IMF in business terms.","7","6","0.86","0.6667","0.4","0.5"
"Is banana a flower or a fruit?","Banana: flower or fruit?","8","7","0.88","0.7273","0.2222","0.7273"
"Surely, the glass ceiling only applies to politics. Corporate organizations are fine. Is that true?","Does the glass ceiling apply only to politics, not corporate organizations?","20","13","0.65","0.6923","0.3333","0.6154"
"What are the words of House Martell?","House Martell motto?","9","5","0.56","0.4","0.25","0.4"
"Who is Mauricio Macri?","Who is Mauricio Macri?","6","6","1.0","1.0","1.0","1.0"
"Name all of the hosts from all versions of ""The Price is Right.""","List all hosts across all versions of The Price Is Right.","15","12","0.8","0.75","0.5455","0.75"
"Write a bullet-pointed list of updates from a college club fundraising team lead about their fundraising work from last week.","Bullet-point updates by a college club fundraising team lead on last week's fundraising work.","23","16","0.7","0.7027","0.4571","0.5946"
"What is the capital of Arizona?","Arizona capital?","7","3","0.43","0.5","0.0","0.25"
"Write a recipe for making garlic mashed potatoes which goes through step by step.","Step-by-step garlic mashed potatoes recipe.","15","8","0.53","0.6667","0.4211","0.2857"
"From the text, please extract and list Nokia's market capitalization timeline.","From the text, extract Nokia's market-cap timeline.","14","11","0.79","0.7619","0.4211","0.7619"
"Why did the chicken cross the playground?","Why did chicken cross the playground?","8","7","0.88","0.9231","0.7273","0.9231"
"What do you do when the engine in your single engine airplane fails in flight?","What to do if your single-engine airplane engine fails in flight?","16","13","0.81","0.7407","0.4","0.6667"
"Extract the publications that favorably reviewed ""If I Die in a Combat Zone, Box Me Up and Ship Me Home"" and put them in a comma separated list.","Publications with favorable reviews of 'If I Die in a Combat Zone, Box Me Up and Ship Me Home', comma-separated.","33","26","0.79","0.7755","0.6383","0.7755"
"Summarize the battle of Pävankhind.","Summarize Pävankhind battle.","11","9","0.82","0.8","0.25","0.6"
"What are the most common types of streets in the United States?","Most common street types in the United States?","13","9","0.69","0.8","0.4444","0.7"
"What are some plants you can put in your outdoor garden to keep the bugs away?","Plants to deter bugs in your outdoor garden?","17","9","0.53","0.5833","0.2727","0.4167"
"Write a bulleted list of the plants that grow around Stanwell-Fletcher Lake.","Bulleted list of plants around Stanwell-Fletcher Lake.","17","12","0.71","0.7619","0.5263","0.7619"
"Give me a list of five  healthy snacks for kids","List five healthy snacks for kids","11","6","0.55","0.75","0.5714","0.75"
"Who (not Peter Sellers) played Inspector Clouseau in 1968","Who (not Peter Sellers) played Inspector Clouseau in 1968","15","15","1.0","1.0","1.0","1.0"
"Identify which instrument is string or woodwind: Mandobass, Pommer","Mandobass, Pommer: string or woodwind?","15","12","0.8","0.7143","0.5","0.4286"
"which of the following are ex indian prime ministers?

rajiv gandhi
rahul gandhi
manmohan singh
sonia gandhi
atal bihari vajpayee
kapil sibal
ak antony
jawaharlal nehru","Which of these are former Indian PMs: Rajiv Gandhi, Rahul Gandhi, Manmohan Singh, Sonia Gandhi, Atal Bihari Vajpayee, Kapil Sibal, A.K. Antony, Jawaharlal Nehru?","53","51","0.96","0.7843","0.6122","0.7843"
"Does money make you happy?","Money makes you happy?","6","5","0.83","0.8889","0.8571","0.8889"
"Which of the following are considered functional programming languages and which are not: OCaml, Scala, Python, C, and Java.","Classify OCaml, Scala, Python, C, Java as functional or not.","26","17","0.65","0.4828","0.2222","0.3448"
"During Passover, what are some distinctions of what is and is not Kosher?","Passover: what is and isn’t kosher.","17","10","0.59","0.5","0.3333","0.5"
"Identify which instrument is string or woodwind: Ukulele, Oboe","Identify string/woodwind: Ukulele, Oboe.","15","13","0.87","0.7143","0.3333","0.7143"
"Which musical instrument does Peter Yanowitz play?","What instrument does Peter Yanowitz play?","9","8","0.89","0.7692","0.7273","0.7692"
"Classify each of the following as either an SSRI or MAOI depression drug: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobemide, fluoxetine","SSRI or MAOI: paroxetine, isocarboxazid, sertraline, vortioxetine, phenelzine, tranylcypromine, moclobide, fluoxetine","53","41","0.77","0.625","0.4667","0.625"
"Who asked Swami Vivekananda to come to Dakshineswar and in which year?","Who invited Swami Vivekananda to Dakshineswar, and when?","19","16","0.84","0.6","0.4444","0.6"
"What are some fun and inexpensive things to do with kids during the summer?","Fun, inexpensive summer activities for kids?","15","8","0.53","0.4","0.0","0.3"
"What does a vegan lifestyle mean to you?","What does vegan lifestyle mean to you?","9","8","0.89","0.9333","0.7692","0.9333"
"How many arms does Hapalochlaena lunulata have?","Arms of Hapalochlaena lunulata?","14","12","0.86","0.5455","0.2222","0.5455"
"Annapolis is the capital city of which state?","Annapolis capital of which state?","11","8","0.73","0.7692","0.3636","0.7692"
"Give me a list of Germany's five most recent chancellors, along with the years they were in office.","List Germany's five most recent chancellors with years in office.","23","14","0.61","0.7333","0.4286","0.7333"
"What is the largest city in the South Hemisphere?","Largest city in the South Hemisphere?","10","7","0.7","0.8","0.7692","0.8"
"What is the difference between a quartz watch and a mechanical watch?","Difference between quartz and mechanical watches?","13","7","0.54","0.6667","0.25","0.6667"
"From the passage provided, extract the power consumption of a GeForce RTX 2080 Ti Founder's Edition.","From the passage provided, extract the power consumption of a GeForce RTX 2080 Ti Founder's Edition.","22","22","1.0","1.0","1.0","1.0"
"I'm considering buying a pocket knife for my child. How do I know which one I should buy?","Pocket knife for my child: how to choose which to buy.","20","13","0.65","0.5333","0.3571","0.5333"
"What is the maximum speed a plane can reach?","Plane's max speed?","10","5","0.5","0.3077","0.0","0.1538"
"Given this paragraph about Bichon Frisé,  where did this dog breed originate?","Bichon Frisé paragraph: where did the breed originate?","18","13","0.72","0.7","0.3333","0.6"
"Give me a list of things to do when travelling by plane","List things to do while flying.","12","7","0.58","0.4444","0.25","0.4444"
"Here is some reference information about Huaquechula, When does the feast of the Holy Cross in Huaquechula start?","Huaquechula Holy Cross feast start date?","26","11","0.42","0.4167","0.0909","0.3333"
"What is the significance of a poppy on Remembrance day?","Significance of a poppy on Remembrance Day.","13","11","0.85","0.8235","0.8","0.8235"
"Please, give me a short bullet list of main ingredients and procedure in order to cook risotto.","Bullet list: main ingredients and steps for cooking risotto.","20","12","0.6","0.5385","0.3333","0.5385"
"What is 24 Hours of Lemons","What is 24 Hours of Lemons","8","8","1.0","1.0","1.0","1.0"
"Why is biathlon a challenging sport?","Why is biathlon challenging?","8","6","0.75","0.8","0.5","0.8"
"What are some common characteristics of Maine Coon cats?","Common traits of Maine Coon cats?","11","8","0.73","0.6667","0.4615","0.6667"
"Tell me about the Cincinnati Bengals","Cincinnati Bengals overview","6","4","0.67","0.4444","0.2857","0.4444"
"Who are the 5 best known composers from the romantic period?","Five most famous Romantic-era composers?","13","7","0.54","0.2353","0.0","0.1176"
"What is Szalay doing these days?","What is Szalay doing now?","8","7","0.88","0.7273","0.6667","0.7273"
"Why should I change my car oil?","Why change my car oil?","8","6","0.75","0.8333","0.6","0.8333"
"Where did Sly and the Family Stone come from?","Where are Sly and the Family Stone from?","11","10","0.91","0.8235","0.5333","0.8235"
"What is the most prominent street in Copenhagen Denmark?","Copenhagen's most prominent street?","10","7","0.7","0.5714","0.3333","0.4286"
"Tell whether these things smell nice or unpleasant: garbage, lemons, sweat, oceans, rain","Tell whether these things smell nice or unpleasant: garbage, lemons, sweat, oceans, rain","18","18","1.0","1.0","1.0","1.0"
"What is a Druid?","Druid definition?","6","4","0.67","0.3333","0.0","0.3333"
"What is Hadoop?","Hadoop?","4","3","0.75","0.5","0.0","0.5"
"List some of the most common types of sushi?","List some of the most common sushi types.","10","9","0.9","0.9412","0.6667","0.8235"
"List five titles by Robert Jordan.","List five titles by Robert Jordan.","7","7","1.0","1.0","1.0","1.0"
"What is a Goldendoodle?","Goldendoodle definition?","7","5","0.71","0.3333","0.0","0.3333"
"Extract the names of the cities where UNESCO has field offices in Asia and Pacific. Separate them with a semi-colon","List UNESCO field-office city names in Asia and Pacific; separate with semicolon.","23","16","0.7","0.6471","0.3125","0.5294"
"Who is Ted Lasso in the eponymous TV show?","Who is Ted Lasso in the eponymous show?","14","13","0.93","0.9412","0.8","0.9412"
"what is the most talented NBA basketball team of all time?","Most talented NBA team of all time?","12","8","0.67","0.7778","0.625","0.7778"
"Give me a bulleted list of hot dog toppings.","Bulleted list: hot dog toppings.","11","8","0.73","0.7143","0.5","0.7143"
"How many boilers and engines did the Indiana have, put the answers in comma separated ascending order","How many boilers and engines did the Indiana have? Output as comma-separated ascending order.","18","17","0.94","0.8125","0.7333","0.8125"
"From the passage identify the risk factors of pneumonia. Display the results in a comma separated format.","From the passage, identify pneumonia risk factors; output as comma-separated list.","19","15","0.79","0.6207","0.3704","0.5517"
"What is carnitine?","What is carnitine?","6","6","1.0","1.0","1.0","1.0"
"What are some creative ways to get my kids to eat vegetables?","Creative ways to get my kids to eat vegetables?","13","10","0.77","0.8571","0.8421","0.8571"
"How can I help soothe a teething baby?","How to soothe a teething baby?","10","8","0.8","0.7143","0.5","0.7143"
"Who is Artemis?","Who is Artemis?","4","4","1.0","1.0","1.0","1.0"
"What is the answer to life, the universe, and everything?","Answer to life, the universe, and everything?","13","10","0.77","0.8235","0.8","0.8235"
"How is jazz music different than classical?","Jazz vs classical music differences?","8","6","0.75","0.6667","0.2","0.5"
"Can you think of some different cities on the American West coast?","List several West Coast US cities.","13","7","0.54","0.3333","0.125","0.2222"
"Why do people shake hands?","Why do people handshake?","6","5","0.83","0.6667","0.5714","0.6667"
"Write me an email to a professor respectfully declining their request for my attendance at a conference","Write me an email to a professor respectfully declining their request for my attendance at a conference","17","17","1.0","1.0","1.0","1.0"
