original,original_token_count,compressed,compressed_token_count
Give me list of last 10 presidents of US.,11,List last 10 US presidents,6
Write a brief history of the world as told from the perspective of a redwood.,19,"Brief world history, from redwood's perspective",10
Name well known movies with George Clooney.,9,Popular George Clooney movies,5
Give me a short bulleted list of the key points about the parallel universes in this passage.,22,Concise bulleted list of key parallel-universe points in this passage,18
"Given a reference text about Marcus Morton, tell me what year he was born and why he let the Democratic Party.",27,Marcus Morton reference: birth year; why he let Democratic Party,14
How many strings are on a violin?,9,How many strings on violin,5
Where is Seth McFarlane from?,10,Origin of Seth McFarlane,8
"Given the reference text about Tottenham Hotspur, what was the name of the stadium that the new stadium replaced?",23,Tottenham Hotspur reference text: name of stadium replaced by new stadium,14
Should investors time the market?,6,Should investors time market,4
"What is the concept of a good life according to Socrates and Aristotle, and what are the components that contribute to it? Is a good life innate or learned, and can anyone achieve it?",47,Good life per Socrates and Aristotle; its components; innate or learned; attainable by all,24
How much time violinist Ling Ling spent practicing each day?,14,Violinist Ling Ling's daily practice time,12
Was Venice always part of Italy?,7,Was Venice always part of Italy,6
How many sides and vertices does a polygon have?,15,Polygon: how many sides and vertices,11
What is Detroit style pizza?,6,Detroit-style pizza,4
Help me plan a trip to Nova Scotia,9,Plan trip to Nova Scotia,5
Sea or Mountain,3,Sea or Mountain,3
Who has hosted Saturday Night Live the most in the history of the show?,15,Who has hosted SNL most,6
"Tell me whether these shows are animated or not: South Park, Rugrats, Curb Your Enthusiasm, House Hunters, Attack on Titan",34,Animation status of: South Park; Rugrats; Curb Your Enthusiasm; House Hunters; Attack on Titan,28
Give me a bulleted list of things to consider when deciding where to apply to college.,21,Bulleted list of factors to consider when applying to colleges,12
Who invented scratching ?,6,Who invented scratching,4
What is the potential hydrogen (ph) of water?,12,pH of water,3
What is fishing tackle?,5,Define fishing tackle,4
Why is Citizen Kane considered the Best Film?,11,Why is Citizen Kane considered Best Film,9
what was the biggest tax change from tax reform,9,biggest tax change from tax reform,6
"Based on the passage provided, who is allowed to drive the beach strand route that connects Bald Head Island and Fort Fisher?",27,"From passage, who may drive beach strand route between Bald Head Island and Fort Fisher",18
What are ways to calm myself down when I get upset?,12,Self-calming strategies for getting upset,7
How many states are there in the United States?,10,How many U.S. states,7
What are the words of House Swyft?,11,House Swyft motto,6
"Tell me whether these sports require a ball or not to play: basketball, hockey, track and field, soccer, surfing, water polo, karate, football, gymnastics, skateboarding, golf, tennis, boxing, baseball, rugby, weightlifting, softball, rowing",63,"Ball required for each sport: basketball, hockey, track and field, soccer, surfing, water polo, karate, football, gymnastics, skateboarding, golf, tennis, boxing, baseball, rugby, weightlifting, softball, rowing",55
Name some famous teams in the Premier League,8,Famous Premier League teams,4
"Given this article about the NSA's ANT catalog, Which hacking tools are used to infect the BIOS of computers or networking devices?",31,NSA ANT catalog article: tools infect BIOS on computers or networking devices,17
"Classify each of the following financial assets as either liquid or illiquid; checking accounts, savings accounts, certificate of deposits (CDs), Stocks, Bonds, mutual funds, Real estate investment trusts (REITs), Exchange Traded Funds (ETFs), 401K, Investment Art, Physical Property.",68,"Classify as liquid or illiquid: checking accounts, savings accounts, CDs, Stocks, Bonds, mutual funds, Real estate investment trusts (REITs), Exchange Traded Funds (ETFs), 401K, Investment Art, Physical Property",56
"Given this paragraph about Chief Uncas, who was he?",13,"From Chief Uncas paragraph, who was he",10
Who is widely considered the GOAT of basketball?,11,Who is basketball's GOAT,8
Give me a listing of ways I can incorporate physical activity into my daily routine.,17,List ways to incorporate physical activity into my daily routine,10
"Which months of the year are considered summer, spring, winter and autumn.",15,"List months for each season: summer, spring, winter, autumn",13
Write a passage about how you learnt to ride the bike,13,Describe how you learnt to ride bike,9
What is Dharma Sabha,7,What is Dharma Sabha,7
Given me a list of the seven most recent Indian prime ministers,14,List seven most recent Indian prime ministers,8
"Based on the reference text, provide a concise overview of the main objectives of the Federal Reserve",19,"From reference text, summarize Fed's main objectives",10
What is the key to longevity?,7,Key to longevity,3
"I want to go to Europe, which of these cities are in that continent? Lisbon, Barcelona, Paris, Rome, London, Tokyo, New York City, Perth?",34,"Which of these cities are in Europe: Lisbon, Barcelona, Paris, Rome, London, Tokyo, New York City, Perth",25
Which is a species of fish? American sole or American dream,13,Which is species of fish? American sole or American dream,11
Why is football/soccer called the beautiful game.,12,Why is football/soccer called beautiful game,10
Why Bollywood is so famous,5,Why Bollywood is so famous,5
What was the Cold War?,6,Explain Cold War,3
"Tell me whether these games are exclusives or multi-platform: The Legend of Zelda, Call of Duty, Sly Cooper, God of War, Counter-Strike, Mario, Pokemon, Halo, Dota, League of Legends.",53,"Exclusive or multi-platform: Legend of Zelda, Call of Duty, Sly Cooper, God of War, Counter-Strike, Mario, Pokemon, Halo, Dota, League of Legends",44
What are some things I could do as a tourist near Honolulu?,18,Tourist activities near Honolulu,8
Who is the greatest quarterback of all time?,9,Greatest QB of all time,7
Help summarize Dallas Cowboys,6,Help summarize Dallas Cowboys,6
"Given the following paragraph about Kenneth McAlpine, where was he born?",17,Where was Kenneth McAlpine born,8
Give me a bulleted list of 5 outdoor activities I could do this weekend.,18,Bulleted list of 5 outdoor activities I could do this weekend,13
Who was awarded the Nobel Prize for Physics ?,10,Nobel Prize in Physics laureates,7
"Extract the most famous research of Mary Campbell Dawbarn, and put them in a list.",21,List Mary Campbell Dawbarn's most famous research works,13
What is a Cigar,6,Cigar definition,3
How do you fry shrimp?,6,How to fry shrimp,4
"Based on the reference text, how did the United States implement separation of powers?",16,"Based on reference text, how did United States implement separation of powers",13
What ingredients do i need to make sour dough bread,13,Sourdough bread ingredients,6
Which is a species of fish? Sea raven or Raven,13,Which is species of fish? Sea raven or Raven,11
What is a dig in baseball?,8,Define dig in baseball,5
"What are ""VTubers""?",8,What are VTubers,6
Who is the oldest driver to win a Formula 1 race?,13,Oldest driver to win Formula 1 race,8
Do humans have stripes?,5,Do humans have stripes,4
Name some of the popular sitcoms from 1990s,11,List popular 1990s sitcoms,7
What is the best way to catch fish from pond,11,Best way to catch pond fish,7
Give me a bulleted list of movie ideas.,12,Bulleted list of movie ideas,7
"Categorize each of the following classes as either 'hard', 'medium', 'easy': english writing, math, history, chemistry, physics.",40,"Categorize English writing, math, history, chemistry, physics as hard, medium, or easy",23
How do I turn on my Tesla Y?,10,How to start Tesla Model Y,7
"Select the dishes that are Chinese from this menu: hamburger, pizza, fried rice, soup dumplings, spaghetti, scallion pancakes.",32,"Select Chinese dishes from this menu: hamburger, pizza, fried rice, soup dumplings, spaghetti, scallion pancakes",28
"Tell me whether companies keep each of these confidential or publish publicly: acquisition targets, customer data, marketing materials, blog posts, product instructions",27,Confidential or public for companies: acquisition targets; customer data; marketing materials; blog posts; product instructions,23
