original,original_token_count,compressed,compressed_token_count
Based on this paragraph when was the last time we sent them to space?,15,Based on this paragraph when was last time we sent them to space,13
Why do humans like cats?,6,Why humans like cats,4
"Tell me which of these characters are from the Mario universe: Yoshi, Zelda, King Kong, Luigi, Princess Peach, Link, Bowser, Alex Rodriguez.",38,"Which of these characters are in Mario universe: Yoshi, Zelda, King Kong, Luigi, Princess Peach, Link, Bowser, Alex Rodriguez",34
Who is the founder of the Pilates method?,9,Pilates founder?,3
How old is the Greek language?,7,Age of Greek language,4
Complete the joke 'A Large Language Model enters a bar',15,Complete joke: Large Language Model enters bar,9
"Given this paragraph about a Tesla Model 3, tell me what the EPA-rated ranges are for the various models.",25,"From this paragraph about Tesla Model 3, list EPA-rated ranges for various models",17
What is the mona lisa?,10,Mona Lisa?,4
How did Constantine die?,6,How did Constantine die,5
What is Ontology?,6,Ontology?,4
"Tell me whether these items would be found under the hood of a car or inside a human: engine, transmission, heart, lungs, battery, alternator, blood, wiper fluid, engine oil, kidneys.",48,"Classify each item as car hood vs. inside human: engine, transmission, heart, lungs, battery, alternator, blood, wiper fluid, engine oil, kidneys",40
How do I get rid of mosquitos in my house?,12,How to remove mosquitoes indoors,8
Which is a species of fish? Tetra or Quart,13,Which fish species: Tetra or Quart,9
"Classify the cities based on whether they are located in Namibia or Yemen.
Sanaa, Ta‘izz, Windhoek, Rundu, Oshakati, Al Ḩudaydah",48,"Classify these cities by country (Namibia or Yemen): Sanaa, Ta‘izz, Windhoek, Rundu, Oshakati, Al Ḩudaydah",46
What is a balloon?,6,Balloon definition?,5
"Categorize each of the vehicles as a car, truck, or van: Tesla Model 3, Ford F150, Chevy Silverado, Toyota Sienna, Honda Odyssey, Toyota Tacoma, Dodge Dart",48,"Classify as car, truck, or van: Tesla Model 3; Ford F150; Chevy Silverado; Toyota Sienna; Honda Odyssey; Toyota Tacoma; Dodge Dart",41
"Which of the following numbers are prime?

1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 2^11-1, 14, 17, 29, 47",27,"Primes among: 1,2,3,4,5,6,7,8,9,10,2^11-1,14,17,29,47",29
Give me some suggestions for good South East Asian restaurants near downtown Seattle,13,Suggest good Southeast Asian restaurants near downtown Seattle,10
"Given these paragraphs about Natural hydrogen, can you name some of the countries where sources have been identified?",21,"From these paragraphs on natural hydrogen, name some countries where sources have been identified",16
Why is football/soccer called the beautiful game.,12,Why is football/soccer called beautiful game,10
Who composed The Planets suit (both names),10,Who composed Planets suit (both names),9
Will AI destroy the world ?,7,Will AI destroy world,4
What are the titles of the songs on Side B for this album?,14,List Side B track titles for this album,8
Why democracy doesn't works and in old times we had autocracy?,17,Why democracy doesn't works and in old times we had autocracy,16
What’s it like living in NYC compared to other US cities?,15,What’s it like living in NYC compared to other US cities,14
List the colors of the rainbow,6,List rainbow colors,3
"Identify which instrument is string or percussion: Boobam, Orutu",18,"Boobam, Orutu: string or percussion",13
Best places to visit in India During Winter to experience Snowfall,13,Best Indian winter destinations for snowfall,7
Tell me how not to workout?,7,How to avoid exercising,4
"What are the 13 villages in Newton, Massachusetts?",10,"List 13 Newton, MA villages",6
"Classify each of the following as either a liquid or a solid: puddle, cup, house, dog, bowl, water, juice",31,"Classify as liquid or solid: puddle, cup, house, dog, bowl, water, juice",22
Why is Spanish spoken in large parts of Latin America?,11,Why is Spanish spoken in much of Latin America,9
How should I sleep train my baby?,8,How to sleep train baby,5
What can I do in Amsterdam on a rainy day?,13,Amsterdam rainy-day activities?,7
"Tell me if these vegetables are or are not green: carrot, courgette, bell pepper, radish, spaghetti squash, onion.",30,"Are these vegetables green: carrot, courgette, bell pepper, radish, spaghetti squash, onion",22
What is economics?,5,Economics?,2
What is geostatistics?,7,Geostatistics?,5
"Given a reference text about Joseph Charlton, what college football team did he play for?",20,"From Joseph Charlton reference text, which college football team did he play for",16
What was the US civil war about?,8,What caused US Civil War,5
Why would people prefer cats over dogs?,8,Why would people prefer cats over dogs,7
Is Arsenal the most successful Soccer team in England?,11,Is Arsenal England's most successful football club,10
What are some ways to reuse smoked brisket?,13,Ways to reuse smoked brisket,10
Recommend some good Dreampop music.,10,Recommend dreampop music.,8
What is the Firefly Music Festival?,9,What is Firefly Music Festival,7
What is Original Joe's restaurant and where are they located?,13,What is Original Joe's restaurant and where are they located,12
what can we do when coffee spill on laptop to make it working,13,what can we do when coffee spill on laptop to make it working,13
"Which of these sports involve a ball: swimming, baseball, javelin, hockey, cycling, high jump, tennis, , netball, basketball, and handball.",37,"Which sports involve ball: swimming, baseball, javelin, hockey, cycling, high jump, tennis, , netball, basketball, and handball",32
What happens when the sun goes down?,8,What happens at sunset,4
How is the climate in Chicago IL,8,"Chicago, IL climate?",6
Write a story about a budding romance between two people. Talk about their going on an adventure together where they sneak into a fancy garden in Washington DC and get into just the right amount of trouble.,43,"Write story about budding romance between two people; their adventure sneaking into fancy garden in Washington, DC and getting into just right amount of trouble",29
"Write a preface to book where the author feels the need to properly caveat his story about warfare in the middle east, in case someone were to get offended by the content.  Make sure the author conveys his deep respect for that region and all cultures represented therein.",57,Write book preface where author caveats Middle East warfare story to avoid offense and conveys deep respect for region and its cultures,26
"Which one of these do not belong to the group:  Tomato, Carrot, Ginger, Potato, Turmeric",23,"Which doesn't belong: Tomato, Carrot, Ginger, Potato, Turmeric",18
Is the manatee an endangered species?,10,Is manatee endangered,6
What dog breed is a mix between a Cocker Spaniel and a Poodle?,20,Cocker Spaniel–Poodle mix?,9
Who is Pearl Jam?,5,Who is Pearl Jam,4
Where can you find the best bagel in the world?,12,Where's best bagel in world,8
What is the Bastille Day?,8,What is Bastille Day,6
Which building is the most higher?,7,Which building is tallest,5
what is meetup group,5,what is meetup group,5
how many teams relegate from the English premier league?,12,How many teams are relegated from EPL,11
Give me some ideas of places to visit on my next backpacking trip to South America.,18,Suggest destinations for my next South American backpacking trip,12
"From the passage provided, how is the instrument called the ""rubab"" made?",18,"From provided passage, how is rubab made",10
When did Ivan Zhevakhov joined the military?,13,When did Ivan Zhevakhov joined military,11
Name some of the superhero teams of Marvel Comics as per the passage.,15,List Marvel superhero teams from passage,6
What flavors of girl scout cookies are available?,12,Available flavors of Girl Scout Cookies,6
My chickens keep getting eaten by foxes. What should I do?,17,Chickens killed by foxes; what should I do,13
"What type of bike is suitable for children to learn: Balance Bike, Foldable bike, Mountain Bike, Road Bike",26,"Which bike is best for children to learn: balance bike, foldable bike, mountain bike, road bike",21
How is Praveen Babi remembered in Indian pop culture reference?,14,How is Praveen Babi remembered in Indian pop culture,12
Give me a list of amazing noise cancelling headphones in 2023,14,"List amazing noise-cancelling headphones, 2023",11
How much nutritional value do dried fruits retain?,9,Nutritional retention of dried fruits,6
Was She Couldn't Say No movie re-released?,15,Was She Couldn't Say No movie re-released,14
"Separate the following suburbs into those that border, and do not border, the Brisbane River: Indooroopilly, Bulimba, St Lucia, Newstead, Wilston, West End, Toowong, Bowen Hills and, Wooloongabba.",56,"Classify Indooroopilly, Bulimba, St Lucia, Newstead, Wilston, West End, Toowong, Bowen Hills, Woolloongabba by whether they border Brisbane River",43
