original,original_token_count,compressed,compressed_token_count
Name two cabinet members mentioned in the following paragraph.  Provide these as a bulleted list in order of appearance.,24,Name two cabinet members mentioned in following paragraph. Provide these as bulleted list in order of appearance,20
Extract all risk factors for developing cardiovascular diseases for which numbers about their  contribution are given and rank them by their relative importance.,24,Extract CVD risk factors with numerical contribution values and rank them by relative importance,15
What are the main components of Apache Spark based on the paragraph?,14,Apache Spark main components per paragraph,6
"Identify which car manufacturer is Italian or American: Lancia, Tesla",14,Lancia or Tesla: Italian or American,8
What are the benefits of working with a coach?,11,Benefits of working with coach,6
Sell me this pencil,4,Sell me this pencil,4
"Give this paragraph about the Alley Cats a capella group, what famous talk show hosts have they performed for?",25,"From this paragraph about Alley Cats (a capella), list talk show hosts they've performed for",22
"Identify which instrument is string or percussion: Dhaa, Tremoloa",18,"Classify Dhaa, Tremoloa as string or percussion",15
What is a GPU?,6,GPU?,2
"Tell me whether these sports use a ball or not: golf, gymnastics, boxing, soccer, football, wrestling",25,"Ball usage for: golf, gymnastics, boxing, soccer, football, wrestling",17
"In relation to working out, what is a bench press, and how do you perform it?",20,Bench press: definition and how to perform it (workouts),14
How do learn how to ride a bicycle?,10,How to learn to ride bicycle,6
What is the plot of Mob Psycho 100?,10,Mob Psycho 100 plot,5
How do you make an electronic music song?,9,How to produce electronic music,5
Why do many of the flags of African countries have similar colors?,14,Why do many African flags have similar colors,9
What are the causes for Sensory processing disorder?,10,Causes of sensory processing disorder,6
"Tell me whether these London tourist attractions are free or paid:  The National Gallery, The London Eye, Royal Academy of Arts', Tower of London, St. Dunstan in the East",37,"Free or paid for each London attraction: National Gallery, London Eye, Royal Academy of Arts, Tower of London, St. Dunstan in East",29
What is the difference between tennis shoes and sandals?,11,Difference between tennis shoes and sandals,7
"Identify which of the following are episode titles from ""The X-Files"": The Pine Bluff Variant, My Teacher is an Alien, Memento Mori, The Day the Earth Stood Still, Millennium, Arcadia, The Matrix",57,"Which of these are X-Files episode titles: Pine Bluff Variant, My Teacher is Alien, Memento Mori, Day Earth Stood Still, Millennium, Arcadia, Matrix",45
What kind of language is Shauraseni Prakrit,13,Shauraseni Prakrit language type,10
What is NEFT?,6,NEFT?,4
What US Generals were killed at the Battle of Ox Hill?,13,US generals killed at Battle of Ox Hill,9
Summarize disruptive innovation in two paragraphs,9,Summarize disruptive innovation in two paragraphs,9
"When building a piece of furniture, categorize each of the following as either ""useful"" or ""not useful"": Hammer, Asphalt, Gym, Wood, Nails, Tequila, Measuring Tape, Burrito",54,"For furniture making, categorize each item as 'useful' or 'not useful': Hammer, Asphalt, Gym, Wood, Nails, Tequila, Measuring Tape, Burrito",49
What happens if the sky falls down?,9,What if sky falls,5
Many people are hesitant to invest resources toward slowing down or even reversing the effects of climate change because they think it does not make sense if only a small portion of the population invests resources. They think it is stupid to do so until everyone agreed to do so or is forced by policy. What is the reason that some people still do so?,76,Why do some still invest resources to slow or reverse climate change despite free-rider concerns and lack of universal participation or policy,26
What are five different ground Pokemon?,7,Five different Ground-type Pokemon,6
"Identify which instrument is string or percussion: Hang, Ruan",14,"Hang, Ruan: string or percussion",9
"Which Alanis Morissette song contains the phrase ""jagged little pill"" (the title of her debut album)?",26,Which Alanis Morissette song includes lyric 'jagged little pill' (album title),23
Where did Father's Day originate?,8,Origin of Father's Day,6
"Based on this information given, what groups combined to create the New JEWEL Movement, and on what date were they organized by which leader?",30,"Based on given info, which groups formed New Jewel Movement, and when were they organized by whom",19
"As a child, what singer held the longest note ever on Star Search?",16,Which child singer held Star Search's longest note ever,11
Why was Advani concerned about Modi’s appointment as a chief minister of Gujarat?,19,Why was Advani concerned about Modi becoming Gujarat CM,12
Does Bolivia have a wine scene?,8,Bolivia wine scene?,4
What are some languages that feature hygienic macros?,14,Which languages have hygienic macros,10
"Identify which instrument is string or percussion: Boobam, Orutu",18,"Boobam, Orutu: string or percussion",13
tell me about the whole world,6,Describe the world,4
Name some of the characters from DC Comics.,10,Name some DC Comics characters,6
Where did Anne Frank live after her family fled Germany?,11,Where did Anne Frank live after her family fled Germany,10
"When buying a whole fish, how do you pick a good fish?",16,How to pick good whole fish,6
How did you prepare for your business case competition?,10,How did you prepare for your business case competition,9
List terrible things to step on with bare feet.,11,List terrible things to step on barefoot,9
List as many types of craft beer as you can,10,List as many craft beer types as you can,9
How did Uzunkum become a lovely sandy-beach park in Turkey?,18,How did Uzunkum become lovely sandy-beach park in Turkey,15
"Identify which instrument is string or percussion: Pellet drum, Rajao",17,"Classify Pellet drum, Rajao as string or percussion",14
What are the best National Parks in the United States,11,Best US National Parks,5
Who was Hamish,4,Who was Hamish,4
Write some points about Ministry of Public Health (Thailand) using given text as a reference,21,Points about Thailand's Ministry of Public Health using reference text,13
what are the benefit of meditation?,7,Meditation benefits?,3
"What are the top 3 boba places in Burlingame, CA?",17,"Top 3 boba spots in Burlingame, CA",13
"Classify the following as either muscle car or minivan: Odyssey, Mustang, Sienna, Camero, Challenger",27,"Classify muscle car or minivan: Odyssey, Mustang, Sienna, Camero, Challenger",23
"Given this paragraph about Kobe beef, tell me what type of cattle it is from",17,"From this Kobe beef paragraph, identify cattle type",10
Extract the symptoms of an asthma attack from this passage in a bulleted list.,18,List asthma attack symptoms from this passage as bullets,10
Are there any benefits of fasting?,8,Fasting benefits?,4
What are the National League and American League in Major League Baseball?,13,What are NL and AL in MLB,8
Who was the lead singer for the band Aerosmith?,11,Aerosmith lead singer?,5
What is the recipe for a successful hackathon?,11,Recipe for successful hackathon,5
"Given this reference text about Isa Melikov, which events did Isa participate in 2008?",22,"From Isa Melikov reference text, which 2008 events did he participate in",18
When in the year 44 BC was Julius Caesar killed?,12,When in 44 BC was Julius Caesar killed,9
Tell me about the first commercial winery in California.,11,Tell me about California's first commercial winery,10
"Extract from the text the events won by the Kawasaki KX 500 motorcycle, and separate them by a comma.",28,"From text, list Kawasaki KX 500 events won, separated by commas",18
Give me a bulleted list of ways to make my girlfriend happy on valentines day,20,Bulleted list of ways to make my girlfriend happy on Valentine's Day,16
What are some common peer-to-peer money transfer apps in the United States?,18,Common P2P money transfer apps in U.S,11
Who is Octavia Butler?,8,Octavia Butler?,6
"From the passage provided, extract the year Pro Kabaddi League was established.",16,"From passage, extract year Pro Kabaddi League was established",12
Are you ever too old for anything?,8,Are you ever too old for anything,7
Which is the mighty river that begins at Lake Itasca in Northern Minnesota,15,Which mighty river begins at Lake Itasca in northern Minnesota,12
What would it take to build a house?,10,What would it take to build house,7
Who was the Italian dictator responsible for introducing fascism to Italy and joining the Axis in World War 2?,25,Who was Italian dictator who introduced fascism to Italy and joined Axis in World War 2,20
